measure,n,days,win_rate,pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top1,top3_share,top5_share,ex_top5_pnl,entry_policy,entry_rule,asset,variant,price_bin,status,exp_ci95,p_perm,day_var,holm_adj_p
gross,35,16,0.8571,0.3879,0.011082,0.1796,-1.0,0.1796,1.8095,0.1765,0.25,1.8938,3.1032,-0.8158,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.112457, 0.11426]",0.429785,0.197414,1.0
gross,34,16,0.9118,-1.5826,-0.046546,0.0457,-1.0,0.0457,2.2984,0.0309,0.1111,-0.2106,-0.3356,-2.1137,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.142936, 0.045027]",0.821589,0.161108,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,,,,
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.10,0.15)",INSUFFICIENT_SAMPLE,,,,
gross,6,6,0.1667,-1.8333,-0.305556,3.1667,-1.0,3.1667,5.0,-1.0,3.1667,-0.6364,0.4545,-1.0,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,,,,
gross,11,10,0.4545,6.62,0.601815,2.524,-1.0,2.524,3.0,-1.0,2.7037,1.1667,1.9063,-6.0,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.361845, 1.519033]",0.118441,2.837918,1.0
gross,39,19,0.4359,13.2548,0.339867,2.0738,-1.0,2.0738,9.0588,-1.0,2.3333,0.5119,0.8477,2.0183,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.228261, 0.890241]",0.125437,6.743989,1.0
gross,83,24,0.4096,6.1677,0.07431,1.6226,-1.0,1.6226,11.4359,-1.0,1.8571,0.9033,1.4676,-2.8842,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.24944, 0.383301]",0.30085,7.806209,1.0
gross,615,27,0.4407,-27.1252,-0.044106,1.1693,-1.0,1.1693,57.2346,-1.0,1.5,-0.1659,-0.2765,-34.6252,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.127234, 0.038249]",0.864568,26.410711,1.0
gross,108,26,0.4352,-14.0,-0.12963,1.0,-1.0,1.0,17.0,-1.0,1.0,-0.2143,-0.3571,-19.0,FUNNEL,FUNNEL_OBSERVED,DOGE,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.316239, 0.048387]",0.911544,4.094675,1.0
gross,2,2,1.0,0.002,0.001001,0.001,0.0,,0.0,0.001,0.001,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,ETH,NO_FAVORITE,ABOVE_0.99,INSUFFICIENT_SAMPLE,,,,
